* /home/drako/applications/esim-2.1/library/subcircuitlibrary/xor_gate/xor_gate.cir
Transient Analysis  Mon Jun 28 21:26:33  2021
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-2.10551e-10	0.000000e+00	0.000000e+00	
1	1.000000e-09	3.050933e-07	-2.00797e-07	-2.02605e-07	
2	2.000000e-09	3.131202e-07	-2.03180e-07	-2.03981e-07	
3	4.000000e-09	3.147003e-07	-2.02687e-07	-2.03287e-07	
4	8.000000e-09	3.147663e-07	-2.02204e-07	-2.03041e-07	
5	1.600000e-08	3.202073e-07	-2.05168e-07	-2.06013e-07	
6	3.200000e-08	-6.63069e-07	-2.56233e-07	-2.40524e-07	
7	5.085288e-08	-8.15346e-05	-4.68452e-07	-3.61060e-07	
8	6.848989e-08	-2.03279e-04	-3.43759e-07	-3.98922e-07	
9	8.339639e-08	-1.08486e-04	-7.99697e-08	3.243768e-07	
10	9.392399e-08	-5.83084e-05	-4.55485e-07	-5.09334e-07	
11	1.000000e-07	-5.32547e-05	-2.13846e-07	2.461036e-08	
12	1.010724e-07	-4.78664e-05	1.152415e-07	4.437414e-08	
13	1.032171e-07	-4.68421e-05	-9.56792e-08	-3.61724e-08	
14	1.075065e-07	-4.77323e-05	8.711287e-08	3.257661e-08	
15	1.138771e-07	-4.69086e-05	-8.17360e-08	-3.03605e-08	
16	1.266181e-07	-4.76942e-05	7.911328e-08	2.920494e-08	
17	1.521002e-07	-4.69269e-05	-7.78949e-08	-2.87241e-08	
18	2.030643e-07	-4.76853e-05	7.725677e-08	2.844125e-08	
19	3.030643e-07	-4.69314e-05	-7.69507e-08	-2.83214e-08	
20	4.030643e-07	-4.76823e-05	7.663016e-08	2.818145e-08	
21	5.030643e-07	-4.69344e-05	-7.63221e-08	-2.80574e-08	
22	6.030643e-07	-4.76794e-05	7.600733e-08	2.792041e-08	
23	7.030643e-07	-4.69373e-05	-7.57015e-08	-2.77973e-08	
24	8.030643e-07	-4.76764e-05	7.538913e-08	2.766132e-08	
25	9.030643e-07	-4.69403e-05	-7.50856e-08	-2.75391e-08	
26	1.003064e-06	-4.76735e-05	7.477553e-08	2.740417e-08	
27	1.103064e-06	-4.69432e-05	-7.44742e-08	-2.72829e-08	
28	1.203064e-06	-4.76706e-05	7.416648e-08	2.714895e-08	
29	1.303064e-06	-4.69461e-05	-7.38674e-08	-2.70286e-08	
30	1.403064e-06	-4.76677e-05	7.356196e-08	2.689563e-08	
31	1.503064e-06	-4.69489e-05	-7.32651e-08	-2.67761e-08	
32	1.603064e-06	-4.76649e-05	7.296193e-08	2.664420e-08	
33	1.703064e-06	-4.69518e-05	-7.26673e-08	-2.65256e-08	
34	1.803064e-06	-4.76620e-05	7.236635e-08	2.639466e-08	
35	1.903064e-06	-4.69546e-05	-7.20739e-08	-2.62770e-08	
36	2.003064e-06	-4.76592e-05	7.177520e-08	2.614698e-08	
37	2.103064e-06	-4.69574e-05	-7.14849e-08	-2.60302e-08	
38	2.203064e-06	-4.76564e-05	7.118844e-08	2.590115e-08	
39	2.303064e-06	-4.69602e-05	-7.09003e-08	-2.57852e-08	
40	2.403064e-06	-4.76536e-05	7.060603e-08	2.565716e-08	
41	2.503064e-06	-4.69630e-05	-7.03200e-08	-2.55421e-08	
42	2.603064e-06	-4.76509e-05	7.002795e-08	2.541499e-08	
43	2.703064e-06	-4.69657e-05	-6.97441e-08	-2.53008e-08	
44	2.803064e-06	-4.76482e-05	6.945417e-08	2.517464e-08	
45	2.903064e-06	-4.69684e-05	-6.91724e-08	-2.50613e-08	
46	3.003064e-06	-4.76454e-05	6.888464e-08	2.493608e-08	
47	3.103064e-06	-4.69711e-05	-6.86049e-08	-2.48236e-08	
48	3.203064e-06	-4.76428e-05	6.831935e-08	2.469931e-08	
49	3.303064e-06	-4.69738e-05	-6.80417e-08	-2.45877e-08	
50	3.403064e-06	-4.76401e-05	6.775825e-08	2.446431e-08	
51	3.503064e-06	-4.69765e-05	-6.74827e-08	-2.43535e-08	
52	3.603064e-06	-4.76374e-05	6.720132e-08	2.423107e-08	
53	3.703064e-06	-4.69791e-05	-6.69278e-08	-2.41211e-08	
54	3.803064e-06	-4.76348e-05	6.664853e-08	2.399957e-08	

Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
55	3.903064e-06	-4.69817e-05	-6.63770e-08	-2.38904e-08	
56	4.003064e-06	-4.76322e-05	6.609985e-08	2.376980e-08	
57	4.103064e-06	-4.69843e-05	-6.58303e-08	-2.36615e-08	
58	4.203064e-06	-4.76296e-05	6.555524e-08	2.354175e-08	
59	4.303064e-06	-4.69869e-05	-6.52877e-08	-2.34342e-08	
60	4.403064e-06	-4.76270e-05	6.501467e-08	2.331541e-08	
61	4.503064e-06	-4.69895e-05	-6.47491e-08	-2.32087e-08	
