* /home/drako/applications/esim-2.1/library/subcircuitlibrary/and_gate/and_gate.cir
Transient Analysis  Tue Jun 29 13:26:25  2021
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	1.000000e-12	0.000000e+00	-8.46586e-06	-2.34424e-05	
2	2.000000e-12	0.000000e+00	-8.37041e-06	-2.42460e-05	
3	4.000000e-12	0.000000e+00	-8.24489e-06	-2.41704e-05	
4	8.000000e-12	0.000000e+00	-8.35243e-06	-2.38218e-05	
5	1.600000e-11	0.000000e+00	-8.40873e-06	-2.51261e-05	
6	3.200000e-11	0.000000e+00	-7.71929e-06	-3.99597e-05	
7	6.400000e-11	0.000000e+00	-4.32992e-05	-7.04556e-05	
8	1.000000e-10	0.000000e+00	-1.13624e-04	-7.27559e-05	
9	1.060991e-10	0.000000e+00	-6.70010e-05	-2.64375e-05	
10	1.182973e-10	0.000000e+00	-4.15469e-05	-1.51457e-05	
11	1.426936e-10	0.000000e+00	-1.78268e-05	-4.38521e-06	
12	1.914863e-10	0.000000e+00	3.159838e-06	-1.38388e-06	
13	2.548205e-10	0.000000e+00	-2.38287e-06	1.808362e-06	
14	3.423110e-10	0.000000e+00	2.221911e-06	-1.94785e-06	
15	4.423110e-10	0.000000e+00	-2.15839e-06	2.030942e-06	
16	5.423110e-10	0.000000e+00	2.123266e-06	-2.09597e-06	
17	6.423110e-10	0.000000e+00	-2.10144e-06	2.149496e-06	
18	7.423110e-10	0.000000e+00	2.085970e-06	-2.19503e-06	
19	8.423110e-10	0.000000e+00	-2.07406e-06	2.234311e-06	
20	9.423110e-10	0.000000e+00	2.064216e-06	-2.26852e-06	
21	1.042311e-09	0.000000e+00	-2.05590e-06	2.298395e-06	
22	1.142311e-09	0.000000e+00	2.048651e-06	-2.32457e-06	
23	1.242311e-09	0.000000e+00	-2.04236e-06	2.347491e-06	
24	1.342311e-09	0.000000e+00	2.036795e-06	-2.36761e-06	
25	1.442311e-09	0.000000e+00	-2.03192e-06	2.385238e-06	
26	1.542311e-09	0.000000e+00	2.027598e-06	-2.40072e-06	
27	1.642311e-09	0.000000e+00	-2.02380e-06	2.414293e-06	
28	1.742311e-09	0.000000e+00	2.020411e-06	-2.42621e-06	
29	1.842311e-09	0.000000e+00	-2.01743e-06	2.436672e-06	
30	1.942311e-09	0.000000e+00	2.014762e-06	-2.44586e-06	
31	2.042311e-09	0.000000e+00	-2.01241e-06	2.453919e-06	
